symbol,name,nse_sector,yahoo_sector,yahoo_industry,mcap_cr,median_traded_value_cr,current_micro_sectors,summary
TVSHLTD,TVS Holdings Limited,,Consumer Cyclical,Auto Parts,25753.0,6.19,,"TVS Holdings Limited provides automotive vehicles and parts in India and internationally. It offers two and three-wheelers; and mobility solutions through a portfolio of e-bikes, e-cargo bikes, and matching accessories. The company also provides unsecured loans; financing services for two wheelers, used cars, used and new tractors, used commercial vehicles, and consumer durables; and digital finan"
SUNDRMFAST,Sundram Fasteners Limited,,Consumer Cyclical,Auto Parts,25371.0,14.14,,"Sundram Fasteners Limited manufactures and sells components for the automotive, infrastructure, wind energy, aerospace, defense, farm equipment, industrial, aviation, and other sectors in India, China, the Americas, and internationally. The company's products include high tensile fasteners, such as wind energy, automotive, engine, chassis, and aerospace and aviation fasteners; cold extruded parts,"
SEDEMAC,SEDEMAC Mechatronics Limited,,Consumer Cyclical,Auto Parts,13639.0,29.09,,"SEDEMAC Mechatronics Limited provides electronic control units to original equipment manufacturers in the mobility and industrial markets in India, the United States, and Europe. It operates in two segments, Mobility and Industrial. The Mobility segment offers motor control technology and transmission controls, which consist of integrated starter generators, electronic fuel injections, automated m"
SJS,S.J.S. Enterprises Limited,,Consumer Cyclical,Auto Parts,7513.0,31.05,,"S.J.S. Enterprises Limited designs, develops, manufactures, sells, and exports decorative aesthetics primarily to automotive and consumer appliance industries in India and internationally. Its products include decals and body graphics, 2D appliques and dials, domes, 3D appliques and dials, 3D lux badges, overlays, aluminum badges, in-mould labelling (IML) and in-mould decorations (IMD), in-mould f"
SUPRAJIT,Suprajit Engineering Limited,,Consumer Cyclical,Auto Parts,6596.0,3.55,,"Suprajit Engineering Limited manufactures and sells automotive cables, halogen lamps, speedometers, and other automotive components in India, the United States, and internationally. The company's product, include braking system, control cables, display cluster and telematics, friction products, gear box, gear shifter systems, lighting systems, linear actuation, throttle controls, and USB charging"
SSWL,Steel Strips Wheels Limited,,Consumer Cyclical,Auto Parts,5689.0,28.36,,"Steel Strips Wheels Limited engages in the design, manufacture, and sale of automotive wheel rims and other auto components in India and internationally. It offers steel and alloy wheels, and aluminium knuckle for cars, MUVs, tractors, commercial vehicles, two-wheelers, OTR vehicles, etc. The company was incorporated in 1985 and is headquartered in Chandigarh, India."
LGBBROSLTD,LG Balakrishnan & Bros Limited,,Consumer Cyclical,Auto Parts,5523.0,4.63,,"L.G. Balakrishnan & Bros Limited manufactures and sells chains, sprockets, and metal formed parts for automotive and industrial applications in India and internationally. The company operates through Transmission and Metal Forming segments. It offers transmission products; sprockets and gears; sealed and standard, silent, bush and roller, and special application chains; double pitch roller chain w"
SHARDAMOTR,Sharda Motor Industries Limited,,Consumer Cyclical,Auto Parts,5498.0,3.39,,"Sharda Motor Industries Limited manufactures, assembles, trades in, and sells auto components to automobiles and electronics original equipment manufacturers in India. The company provides exhaust systems for passenger vehicles, commercial vehicles, tractors, and generators; and suspensions systems, such as arm lower control comp, upper arm assy, rear and front suspension, front axle assy, and ass"
LUMAXIND,Lumax Industries Limited,,Consumer Cyclical,Auto Parts,5401.0,7.21,,"Lumax Industries Limited manufactures and sells automotive components for in India. The company offers automotive lighting systems, including LED light, headlamps, tail lamps, fog lamps, turn indicators, and auxiliary lamps, LED modules, HVAC control panels, as well as electronic components. It serves passenger cars, commercial vehicles, four-wheelers, two-wheelers, and tractors in farm equipment"
WHEELS,Wheels India Limited,,Consumer Cyclical,Auto Parts,5314.0,49.86,,"Wheels India Limited, together with its subsidiary, manufactures and sells automotive and industrial components in India and internationally. The company provides steel, cast aluminum, forged aluminum, and wire wheel for use in passenger and light cargo vehicles, trucks, trailers, buses, agriculture and farm equipment, off-road vehicles, and defense vehicles; vehicle chassis and suspensions; wind"
NRBBEARING,NRB Bearing Limited,,Consumer Cyclical,Auto Parts,5122.0,13.54,Bearings,"NRB Bearings Limited, together with its subsidiaries, manufactures, markets, and trades in bearing products in India and internationally. It offers drawn cup needle, cylindrical roller, drawn cup cylindrical roller, full-complement needle, special ball, thrust, tapered and spherical roller, and rocker-arm bearings, as well as planetary shafts and other special pins, polyamide and steel needle bear"
SWARAJENG,Swaraj Engines Limited,,Consumer Cyclical,Auto Parts,4340.0,2.57,,"Swaraj Engines Limited manufactures and sells diesel engines and its components, hi-tech engine components, and spare parts for tractor application in India. The company was incorporated in 1985 and is based in Mohali, India. Swaraj Engines Limited is a subsidiary of Mahindra & Mahindra Limited."
RML,Rane (Madras) Limited,,Consumer Cyclical,Auto Parts,3719.0,6.68,,"Rane (Madras) Limited engages in the manufacture and marketing of auto components for transportation industry in India and internationally. It offers steering and suspension linkage products, steering gear products, specialized aluminum high pressure die-casting products, brake components, and engine components, as well as valves, guides, tappets, brake linings, disc pads, clutch facings, railway"
SANDHAR,Sandhar Technologies Limited,,Consumer Cyclical,Auto Parts,3569.0,8.72,,"Sandhar Technologies Limited, together with its subsidiaries, engages in the manufacturing and assembling of automotive components for the automotive industry in India and internationally. It offers automotive locking and security systems, which include locking systems, latches and hinges, and door handles; automotive vision systems; stampings; operator cabins and structural parts for two and four"
TVSSRICHAK,TVS Srichakra Limited,,Consumer Cyclical,Auto Parts,3516.0,8.58,,"TVS Srichakra Limited manufactures and sells two-wheeler, three-wheeler, and other industrial tires to original equipment manufacturers (OEMs) and replacement markets in India and internationally. The company offers industrial pneumatic, ultra-light truck, multi-purpose agriculture, off highway, terrain vehicles, skid steer construction, and OTR tires under the TVS Eurogrip, TVS Tyres, Super Grip,"
DIVGIITTS,Divgi Torqtransfer Systems Limited,,Consumer Cyclical,Auto Parts,3439.0,12.99,,"Divgi TorqTransfer Systems Limited engages in the manufacture and sale of transfer cases, automatic locking hubs, and synchronizers and components to automotive original equipment manufacturers and other customers. The company offers 4WD transfer cases, including mechanical shift, electrical shift-on-the-Fly, torque on demand, and dual-offset transfer cases; NexTrac Interactive Torque Coupler that"
JTEKTINDIA,Jtekt India Limited,,Consumer Cyclical,Auto Parts,3200.0,1.32,,"JTEKT India Limited engages in the manufacture and sale of steering systems and auto components for the passenger car and utility vehicle manufacturers in the automobile sector in India. It offers steering systems, including column and gear; driveline, such as driveshaft and HUB unit; bearing solutions, including SBB (single ball bearings) and TRB (tapered roller bearings); and machine tools, such"
CARRARO,Carraro India Limited,,Consumer Cyclical,Auto Parts,3004.0,4.93,,"Carraro India Limited manufactures and sells automotive equipment, parts, and components in India and internationally. The company offers mechanical transmissions, clutches, hydraulic lifts and planetary drives, and axles for agricultural tractors; and construction equipment, including components, parts and spares, backhoe loaders, soil compactors, cranes, self-loading concrete mixers, and small m"
TALBROAUTO,Talbros Automotive Components Limited,,Consumer Cyclical,Auto Parts,2885.0,6.98,,"Talbros Automotive Components Limited engages in the manufacturing and sells automotive and industrial components in India. The company offers gaskets with electrical control, multi-layer steel, post coated/selective area coated, exhaust and hot, rubber and edge molded, fiber, heat shield gaskets, and plastic moulded components. It also offers forging products, such as companion flanges, hydraulic"
INDNIPPON,India Nippon Electricals Limited,,Consumer Cyclical,Auto Parts,2802.0,4.2,,"India Nippon Electricals Limited manufactures and sells electronic ignition systems for the automotive industry in India and internationally. The company offers AC Generator/ Flywheel Magneto, Regulator and Rectifier, Integral Unit, and Ignition Coil; Controllers, such as Integrated Starter Generator and controller, electronic fuel injection, and electronic control units. It also provides position"
FMGOETZE,Federal-Mogul Goetze (India) Limited.,,Consumer Cyclical,Auto Parts,2443.0,39.92,,"Federal-Mogul Goetze (India) Limited manufactures, supplies, and distributes automotive components for automobiles in India and internationally. It provides pistons, piston rings, and wet and dry cylinder liners for a range of applications, including bi-wheelers, passenger cars, SUVs, tractors, light and heavy commercial vehicles, locomotive engines, stationary engines, and high output locomotive"
GNA,GNA Axles Limited,,Consumer Cyclical,Auto Parts,2425.0,13.9,,"G N A Axles Limited manufactures automotive transmission components for original equipment manufacturers in North America, Europe, South America, Australia, and Asia. The company offers rear axle shafts, spindles, and drive shafts, as well as non-flanged shafts. Its products are used in commercial vehicles, passenger vehicles, and off-highway vehicles. The company was incorporated in 1993 and is b"
RANEHOLDIN,Rane Holdings Limited,,Consumer Cyclical,Auto Parts,2243.0,1.47,,"Rane Holdings Limited, together with its subsidiaries, engages in the manufacturing and marketing of automotive components for the transportation industry in India and internationally. It manufactures steering and suspension systems, brake components, engine components, occupant safety systems, and light metal casting products for the transportation industry, including passenger vehicles, commerci"
RACLGEAR,RACL Geartech Limited,,Consumer Cyclical,Auto Parts,2027.0,7.56,,"RACL Geartech Limited manufactures and sells automotive components. The company offers pin gear T49; actuator shaft; assy diff, bevel gear FRT; balancer, clutch, output, and input shaft assembly; bearing fixed pin; counter balancer gear and shaft; driven pulley shaft; gear timing drive LH, EGR rear; gear wheel with spiral; journal; primary gear; rider foot peg comp RH; tab Ay driving gear timing d"
NDRAUTO,Ndr Auto Components Limited,,Consumer Cyclical,Auto Parts,1747.0,1.14,,"NDR Auto Components Limited manufactures, fabricates, assembles, sells, and trades in automotive components for passenger cars and utility vehicles in India. The company provides seat frames, and trims to be used in passenger cars, and utility vehicles; two-wheeler and four-wheeler vehicles, as well as other accessories relating to car seats; and spare parts and components for seats. NDR Auto Comp"
RICOAUTO,Rico Auto Industries Limited,,Consumer Cyclical,Auto Parts,1737.0,9.22,,"Rico Auto Industries Limited, an engineering company, manufactures and supplies high precision fully machined aluminum, and ferrous components and assemblies to original equipment manufacturers for automotive, powertrain technologies including hybrid vehicles, electric vehicles (EVs), and internal combustion engines (ICEs) internationally. Its integrated services include design, development, tooli"
MENONBE,Menon Bearings Limited,,Consumer Cyclical,Auto Parts,1709.0,2.25,,"Menon Bearings Limited manufactures and sells auto components in India. The company offers bi-metallic engine bearings; engine bushing and PTFE bushings; thrust washers; and flange bearings. Its products are used in automotive, agriculture, industrial, and heavy engineering applications. The company also exports its products to the United States, Japan, the United Kingdom, Italy, France, China, Me"
STUDDS,Studds Accessories Limited,,Consumer Cyclical,Auto Parts,1694.0,1.75,,"Studds Accessories Limited engages in the designing, manufacturing, marketing, and sale of helmets and riding accessories in India and internationally. The company offers full face, flip up face, open face, and off road helmet; arm sleeves, balaclava, cable lock, riding jackets, and motorcycle side luggage; and protective googles. It sells its products under the STUDDS and SMK brands. It serves da"
KROSS,Kross Limited,,Consumer Cyclical,Auto Parts,1657.0,10.18,,"Kross Limited engages in the manufacture and supply of trailer axles, suspension, and automotive components in India and internationally. It offers trailer axles and suspensions; tractor components, including axle shafts, PTO and hydraulic lift shafts, planetary ring gears, differential bevel gears, control spring assemblies, spindle front axle and hydraulic parts, differential spiders, and pin fr"
